objid,sample,asset_id,gz2_class,category,category_encoded
5.88e+17,original,21850,Er,Round_elliptical,1
5.88e+17,original,21851,Sc?t,Tight_spiral,2
5.88e+17,original,21852,Sc?t,Tight_spiral,2
5.88e+17,original,21853,Sc?t,Tight_spiral,2
5.88e+17,original,21858,Er,Round_elliptical,1
5.88e+17,original,21859,Er,Round_elliptical,1
5.88e+17,original,21860,Er,Round_elliptical,1
5.88e+17,original,21861,Er,Round_elliptical,1
5.88e+17,original,21862,Er,Round_elliptical,1
5.88e+17,original,21863,Er,Round_elliptical,1
5.88e+17,original,21872,Er,Round_elliptical,1
5.88e+17,original,21873,Er,Round_elliptical,1
5.88e+17,original,21877,Er,Round_elliptical,1
5.88e+17,original,21904,Er,Round_elliptical,1
5.88e+17,original,21905,Er,Round_elliptical,1
5.88e+17,original,21906,Er,Round_elliptical,1
5.88e+17,original,21907,Er,Round_elliptical,1
5.88e+17,original,21908,Ec,Cigar_elliptical,0
5.88e+17,original,21909,Ec,Cigar_elliptical,0
5.88e+17,original,21917,Er,Round_elliptical,1
5.88e+17,original,21920,Er,Round_elliptical,1
5.88e+17,original,21925,Er,Round_elliptical,1
5.88e+17,original,21926,Er,Round_elliptical,1
5.88e+17,original,21931,Sc?t(r),Tight_spiral,2
5.88e+17,original,22050,Sc?t,Tight_spiral,2
5.88e+17,original,22056,Er,Round_elliptical,1
5.88e+17,original,22072,Er,Round_elliptical,1
5.88e+17,original,22073,Er,Round_elliptical,1
5.88e+17,original,22074,Er,Round_elliptical,1
5.88e+17,original,22104,Sc?t,Tight_spiral,2
5.88e+17,original,22105,Sc?t,Tight_spiral,2
5.88e+17,original,22110,Er,Round_elliptical,1
5.88e+17,original,22111,Er,Round_elliptical,1
5.88e+17,original,22112,Er,Round_elliptical,1
5.88e+17,original,22113,Er,Round_elliptical,1
5.88e+17,original,22114,Er,Round_elliptical,1
5.88e+17,original,22115,Er,Round_elliptical,1
5.88e+17,original,22116,Er,Round_elliptical,1
5.88e+17,original,22117,Er,Round_elliptical,1
5.88e+17,original,22158,Er,Round_elliptical,1
5.88e+17,original,22159,Er,Round_elliptical,1
5.88e+17,original,22160,Er,Round_elliptical,1
5.88e+17,original,22161,Er,Round_elliptical,1
5.88e+17,original,22170,Er,Round_elliptical,1
5.88e+17,original,22172,Er(i),Round_elliptical,1
5.88e+17,original,22175,Ec,Cigar_elliptical,0
5.88e+17,original,22176,Er,Round_elliptical,1
5.88e+17,original,22187,Sc?t,Tight_spiral,2
5.88e+17,original,22188,Er,Round_elliptical,1
5.88e+17,original,22189,Er,Round_elliptical,1
5.88e+17,original,22190,Er,Round_elliptical,1
5.88e+17,original,22191,Er,Round_elliptical,1
5.88e+17,original,22192,Er,Round_elliptical,1
5.88e+17,original,22193,Er,Round_elliptical,1
5.88e+17,original,22194,Er,Round_elliptical,1
5.88e+17,original,22195,Er,Round_elliptical,1
5.88e+17,original,22196,Er,Round_elliptical,1
5.88e+17,original,22204,Sc?t,Tight_spiral,2
5.88e+17,original,22205,Ec,Cigar_elliptical,0
5.88e+17,original,22209,Er(o),Round_elliptical,1
5.88e+17,original,22212,Sc?t,Tight_spiral,2
5.88e+17,original,22219,Er,Round_elliptical,1
5.88e+17,original,22220,Er,Round_elliptical,1
5.88e+17,original,22221,Er,Round_elliptical,1
5.88e+17,original,22222,Er,Round_elliptical,1
5.88e+17,original,22224,Er,Round_elliptical,1
5.88e+17,original,22225,Er,Round_elliptical,1
5.88e+17,original,22227,Ec,Cigar_elliptical,0
5.88e+17,original,22230,Er,Round_elliptical,1
5.88e+17,original,22233,Er,Round_elliptical,1
5.88e+17,original,22234,Er,Round_elliptical,1
5.88e+17,original,22242,Er,Round_elliptical,1
5.88e+17,original,22243,Sc?t(r),Tight_spiral,2
5.88e+17,original,22244,Ec,Cigar_elliptical,0
5.88e+17,original,22254,Er,Round_elliptical,1
5.88e+17,original,22256,Er,Round_elliptical,1
5.88e+17,original,22268,Ec,Cigar_elliptical,0
5.88e+17,original,22275,Ec,Cigar_elliptical,0
5.88e+17,original,22276,Ec,Cigar_elliptical,0
5.88e+17,original,22277,Er,Round_elliptical,1
5.88e+17,original,22278,Sc?t,Tight_spiral,2
5.88e+17,original,22280,Er,Round_elliptical,1
5.88e+17,original,22339,Ec,Cigar_elliptical,0
5.88e+17,original,22340,Er,Round_elliptical,1
5.88e+17,original,22342,Er,Round_elliptical,1
5.88e+17,original,22343,Er,Round_elliptical,1
5.88e+17,original,22344,Er,Round_elliptical,1
5.88e+17,original,22353,Sc?t,Tight_spiral,2
5.88e+17,original,22369,Sc?t,Tight_spiral,2
5.88e+17,original,22380,Sc?t,Tight_spiral,2
5.88e+17,original,22381,Sc?t,Tight_spiral,2
5.88e+17,original,22382,Sc?t,Tight_spiral,2
5.88e+17,original,22383,Er,Round_elliptical,1
5.88e+17,original,22386,Ec,Cigar_elliptical,0
5.88e+17,original,22387,Ec,Cigar_elliptical,0
5.88e+17,original,22389,Sc?t,Tight_spiral,2
5.88e+17,original,22393,Sc?t,Tight_spiral,2
5.88e+17,original,22394,Sc?t,Tight_spiral,2
5.88e+17,original,22402,Er,Round_elliptical,1
5.88e+17,original,22407,Er(d),Round_elliptical,1
5.88e+17,original,22408,Er(d),Round_elliptical,1
5.88e+17,original,22409,Er(d),Round_elliptical,1
5.88e+17,original,22410,Er(d),Round_elliptical,1
5.88e+17,original,22411,Er(d),Round_elliptical,1
5.88e+17,original,22419,Er,Round_elliptical,1
5.88e+17,original,22420,Er,Round_elliptical,1
5.88e+17,original,22421,Er,Round_elliptical,1
5.88e+17,original,22422,Er,Round_elliptical,1
5.88e+17,original,22423,Sc?t,Tight_spiral,2
5.88e+17,original,22426,Er,Round_elliptical,1
5.88e+17,original,22433,Er,Round_elliptical,1
5.88e+17,original,22442,Er,Round_elliptical,1
5.88e+17,original,22443,Er,Round_elliptical,1
5.88e+17,original,22449,Sc?t,Tight_spiral,2
5.88e+17,original,22453,Er,Round_elliptical,1
5.88e+17,original,22454,Er,Round_elliptical,1
5.88e+17,original,22455,Er,Round_elliptical,1
5.88e+17,original,22456,Er,Round_elliptical,1
5.88e+17,original,22457,Er,Round_elliptical,1
5.88e+17,original,22458,Er,Round_elliptical,1
5.88e+17,original,22490,Er,Round_elliptical,1
5.88e+17,original,22491,Er,Round_elliptical,1
5.88e+17,original,22492,Er,Round_elliptical,1
5.88e+17,original,22493,Er,Round_elliptical,1
5.88e+17,original,22494,Er,Round_elliptical,1
5.88e+17,original,22495,Er,Round_elliptical,1
5.88e+17,original,22496,Er(o),Round_elliptical,1
5.88e+17,original,22497,Er(o),Round_elliptical,1
5.88e+17,original,22499,Er,Round_elliptical,1
5.88e+17,original,22505,Er,Round_elliptical,1
5.88e+17,original,22506,Er,Round_elliptical,1
5.88e+17,original,22507,Er,Round_elliptical,1
5.88e+17,original,22508,Er,Round_elliptical,1
5.88e+17,original,22509,Er,Round_elliptical,1
5.88e+17,original,22510,Er,Round_elliptical,1
5.88e+17,original,22511,Er,Round_elliptical,1
5.88e+17,original,22517,Ec,Cigar_elliptical,0
5.88e+17,original,22520,Er,Round_elliptical,1
5.88e+17,original,22521,Er,Round_elliptical,1
5.88e+17,original,22522,Ec,Cigar_elliptical,0
5.88e+17,original,22537,Sc?t,Tight_spiral,2
5.88e+17,original,22538,Sc?t,Tight_spiral,2
5.88e+17,original,22543,Sc?t,Tight_spiral,2
5.88e+17,original,22544,Sc?t,Tight_spiral,2
5.88e+17,original,22545,Sc?t,Tight_spiral,2
5.88e+17,original,22546,Er,Round_elliptical,1
5.88e+17,original,22547,Er,Round_elliptical,1
5.88e+17,original,22550,Er,Round_elliptical,1
5.88e+17,original,22551,Er,Round_elliptical,1
5.88e+17,original,22552,Er,Round_elliptical,1
5.88e+17,original,22553,Er,Round_elliptical,1
5.88e+17,original,22554,Er,Round_elliptical,1
5.88e+17,original,22555,Er,Round_elliptical,1
5.88e+17,original,22556,Er,Round_elliptical,1
5.88e+17,original,22557,Er,Round_elliptical,1
5.88e+17,original,22563,Ec,Cigar_elliptical,0
5.88e+17,original,22570,Er,Round_elliptical,1
5.88e+17,original,22573,Sc?t,Tight_spiral,2
5.88e+17,original,22575,Er,Round_elliptical,1
5.88e+17,original,22579,Er(o),Round_elliptical,1
5.88e+17,original,22580,Er(o),Round_elliptical,1
5.88e+17,original,22581,Er(o),Round_elliptical,1
5.88e+17,original,22582,Er(o),Round_elliptical,1
5.88e+17,original,22583,Er(o),Round_elliptical,1
5.88e+17,original,22595,Er,Round_elliptical,1
5.88e+17,original,22596,Er,Round_elliptical,1
5.88e+17,original,22605,Er,Round_elliptical,1
5.88e+17,original,22606,Er,Round_elliptical,1
5.88e+17,original,22607,Er,Round_elliptical,1
5.88e+17,original,22610,Er,Round_elliptical,1
5.88e+17,original,22611,Er,Round_elliptical,1
5.88e+17,original,22613,Er,Round_elliptical,1
5.88e+17,original,22623,Sc?t,Tight_spiral,2
5.88e+17,original,22647,Sc?t(r),Tight_spiral,2
5.88e+17,original,22650,Sc?t,Tight_spiral,2
5.88e+17,original,22651,Sc?t,Tight_spiral,2
5.88e+17,original,22652,Er,Round_elliptical,1
5.88e+17,original,22654,Er(l),Round_elliptical,1
5.88e+17,original,22655,Er(l),Round_elliptical,1
5.88e+17,original,22656,Er(l),Round_elliptical,1
5.88e+17,original,22657,Er(l),Round_elliptical,1
5.88e+17,original,22660,Er(o),Round_elliptical,1
5.88e+17,original,22661,Er,Round_elliptical,1
5.88e+17,original,22662,Er,Round_elliptical,1
5.88e+17,original,22663,Ec,Cigar_elliptical,0
5.88e+17,original,22664,Sc?t,Tight_spiral,2
5.88e+17,original,22670,Er,Round_elliptical,1
5.88e+17,original,22671,Er,Round_elliptical,1
5.88e+17,original,22672,Er,Round_elliptical,1
5.88e+17,original,22676,Er,Round_elliptical,1
5.88e+17,original,22677,Er,Round_elliptical,1
5.88e+17,original,22693,Er,Round_elliptical,1
5.88e+17,original,22709,Sc?t,Tight_spiral,2
5.88e+17,original,22710,Sc?t,Tight_spiral,2
5.88e+17,original,22720,Er(r),Round_elliptical,1
5.88e+17,original,22723,Ec,Cigar_elliptical,0
5.88e+17,original,22724,Ec,Cigar_elliptical,0
5.88e+17,original,22725,Ec,Cigar_elliptical,0
5.88e+17,original,22730,Er,Round_elliptical,1
5.88e+17,original,22731,Er,Round_elliptical,1
5.88e+17,original,22733,Sc?t,Tight_spiral,2
5.88e+17,original,22735,Sc?t,Tight_spiral,2
5.88e+17,original,22736,Sc?t(i),Tight_spiral,2
5.88e+17,original,22741,Ec,Cigar_elliptical,0
5.88e+17,original,22742,Ec,Cigar_elliptical,0
5.88e+17,original,22743,Sc?t,Tight_spiral,2
5.88e+17,original,22744,Er,Round_elliptical,1
5.88e+17,original,22745,Er,Round_elliptical,1
5.88e+17,original,22746,Er,Round_elliptical,1
5.88e+17,original,22762,Ec,Cigar_elliptical,0
5.88e+17,original,22763,Er,Round_elliptical,1
5.88e+17,original,22764,Er,Round_elliptical,1
5.88e+17,original,22765,Sc?t,Tight_spiral,2
5.88e+17,original,22775,Er,Round_elliptical,1
5.88e+17,original,22776,Er,Round_elliptical,1
5.88e+17,original,22777,Er,Round_elliptical,1
5.88e+17,original,22782,Er,Round_elliptical,1
5.88e+17,original,22785,Ec,Cigar_elliptical,0
5.88e+17,original,22789,Ec,Cigar_elliptical,0
5.88e+17,original,22790,Ec,Cigar_elliptical,0
5.88e+17,original,22798,Er,Round_elliptical,1
5.88e+17,original,22799,Er,Round_elliptical,1
5.88e+17,original,22812,Er,Round_elliptical,1
5.88e+17,original,22813,Er,Round_elliptical,1
5.88e+17,original,22826,Er,Round_elliptical,1
5.88e+17,original,22837,Er,Round_elliptical,1
5.88e+17,original,22838,Er,Round_elliptical,1
5.88e+17,original,22839,Er,Round_elliptical,1
5.88e+17,original,22840,Er,Round_elliptical,1
5.88e+17,original,22841,Er,Round_elliptical,1
5.88e+17,original,22853,Ec,Cigar_elliptical,0
5.88e+17,original,22854,Ec,Cigar_elliptical,0
5.88e+17,original,22855,Er,Round_elliptical,1
5.88e+17,original,22856,Er,Round_elliptical,1
5.88e+17,original,22857,Er,Round_elliptical,1
5.88e+17,original,22858,Er,Round_elliptical,1
5.88e+17,original,22859,Er,Round_elliptical,1
5.88e+17,original,22860,Er,Round_elliptical,1
5.88e+17,original,22861,Er,Round_elliptical,1
5.88e+17,original,22862,Er,Round_elliptical,1
5.88e+17,original,22866,Er,Round_elliptical,1
5.88e+17,original,22867,Er,Round_elliptical,1
5.88e+17,original,22869,Er,Round_elliptical,1
5.88e+17,original,22870,Er,Round_elliptical,1
5.88e+17,original,22872,Er,Round_elliptical,1
5.88e+17,original,22877,Sc?t,Tight_spiral,2
5.88e+17,original,22878,Sc?t,Tight_spiral,2
5.88e+17,original,22879,Sc?t,Tight_spiral,2
5.88e+17,original,22881,Er,Round_elliptical,1
5.88e+17,original,22882,Er,Round_elliptical,1
5.88e+17,original,22883,Er,Round_elliptical,1
5.88e+17,original,22884,Er,Round_elliptical,1
5.88e+17,original,22885,Er,Round_elliptical,1
5.88e+17,original,22886,Er,Round_elliptical,1
5.88e+17,original,22887,Er,Round_elliptical,1
5.88e+17,original,22888,Sc?t,Tight_spiral,2
5.88e+17,original,22889,Sc?t,Tight_spiral,2
5.88e+17,original,22890,Sc?t,Tight_spiral,2
5.88e+17,original,22903,Er,Round_elliptical,1
5.88e+17,original,22904,Er,Round_elliptical,1
5.88e+17,original,22905,Er,Round_elliptical,1
5.88e+17,original,22906,Er,Round_elliptical,1
5.88e+17,original,22911,Er,Round_elliptical,1
5.88e+17,original,22912,Sc?t,Tight_spiral,2
5.88e+17,original,22917,Sc?t,Tight_spiral,2
5.88e+17,original,22927,Er,Round_elliptical,1
5.88e+17,original,22932,Er,Round_elliptical,1
5.88e+17,original,22939,Er,Round_elliptical,1
5.88e+17,original,22942,Er(o),Round_elliptical,1
5.88e+17,original,22943,Er(o),Round_elliptical,1
5.88e+17,original,22944,Er,Round_elliptical,1
5.88e+17,original,22945,Er,Round_elliptical,1
5.88e+17,original,22956,Er,Round_elliptical,1
5.88e+17,original,22957,Sc?t(r),Tight_spiral,2
5.88e+17,original,22958,Sc?t(r),Tight_spiral,2
5.88e+17,original,22959,Sc?t(r),Tight_spiral,2
5.88e+17,original,22960,Sc?t(r),Tight_spiral,2
5.88e+17,original,22961,Er,Round_elliptical,1
5.88e+17,original,22962,Er,Round_elliptical,1
5.88e+17,original,22963,Er,Round_elliptical,1
5.88e+17,original,22964,Er,Round_elliptical,1
5.88e+17,original,22978,Er,Round_elliptical,1
5.88e+17,original,22979,Er,Round_elliptical,1
5.88e+17,original,22980,Er,Round_elliptical,1
5.88e+17,original,22981,Er,Round_elliptical,1
5.88e+17,original,22982,Er,Round_elliptical,1
5.88e+17,original,22983,Er,Round_elliptical,1
5.88e+17,original,22984,Er,Round_elliptical,1
5.88e+17,original,22985,Er,Round_elliptical,1
5.88e+17,original,22986,Ec,Cigar_elliptical,0
5.88e+17,original,22987,Ec,Cigar_elliptical,0
5.88e+17,original,22988,Ec,Cigar_elliptical,0
5.88e+17,original,22989,Sc?t,Tight_spiral,2
5.88e+17,original,23000,Er,Round_elliptical,1
5.88e+17,original,23001,Er,Round_elliptical,1
5.88e+17,original,23003,Sc?t,Tight_spiral,2
5.88e+17,original,23015,Er,Round_elliptical,1
5.88e+17,original,23019,Er,Round_elliptical,1
5.88e+17,original,23026,Er(o),Round_elliptical,1
5.88e+17,original,23028,Er,Round_elliptical,1
5.88e+17,original,23029,Er,Round_elliptical,1
5.88e+17,original,23030,Er,Round_elliptical,1
5.88e+17,original,23034,Er,Round_elliptical,1
5.88e+17,original,23039,Er,Round_elliptical,1
5.88e+17,original,23040,Er,Round_elliptical,1
5.88e+17,original,23056,Er,Round_elliptical,1
5.88e+17,original,23062,Er,Round_elliptical,1
5.88e+17,original,23063,Er,Round_elliptical,1
5.88e+17,original,23064,Er,Round_elliptical,1
5.88e+17,original,23084,Ec,Cigar_elliptical,0
5.88e+17,original,23096,Er,Round_elliptical,1
5.88e+17,original,23097,Er,Round_elliptical,1
5.88e+17,original,23098,Er,Round_elliptical,1
5.88e+17,original,23104,Er,Round_elliptical,1
5.88e+17,original,23105,Er,Round_elliptical,1
5.88e+17,original,23106,Er,Round_elliptical,1
5.88e+17,original,23113,Ec,Cigar_elliptical,0
5.88e+17,original,23114,Ec,Cigar_elliptical,0
5.88e+17,original,23115,Ec,Cigar_elliptical,0
5.88e+17,original,23116,Ec,Cigar_elliptical,0
5.88e+17,original,23131,Er,Round_elliptical,1
5.88e+17,original,23132,Er,Round_elliptical,1
5.88e+17,original,23135,Sc?t,Tight_spiral,2
5.88e+17,original,23136,Sc?t,Tight_spiral,2
5.88e+17,original,23137,Sc?t,Tight_spiral,2
5.88e+17,original,23149,Er,Round_elliptical,1
5.88e+17,original,23155,Er,Round_elliptical,1
5.88e+17,original,23158,Er,Round_elliptical,1
5.88e+17,original,23161,Er,Round_elliptical,1
5.88e+17,original,23162,Er,Round_elliptical,1
5.88e+17,original,23167,Sc?t,Tight_spiral,2
5.88e+17,original,23168,Sc?t,Tight_spiral,2
5.88e+17,original,23176,Sc?t,Tight_spiral,2
5.88e+17,original,23177,Sc?t,Tight_spiral,2
5.88e+17,original,23178,Sc?t,Tight_spiral,2
5.88e+17,original,23179,Sc?t,Tight_spiral,2
5.88e+17,original,23180,Sc?t,Tight_spiral,2
5.88e+17,original,23200,Sc?t(r),Tight_spiral,2
5.88e+17,original,23214,Sc?t,Tight_spiral,2
5.88e+17,original,23216,Ec,Cigar_elliptical,0
5.88e+17,original,23234,Er,Round_elliptical,1
5.88e+17,original,23235,Er,Round_elliptical,1
5.88e+17,original,23236,Er,Round_elliptical,1
5.88e+17,original,23237,Er,Round_elliptical,1
5.88e+17,original,23238,Er,Round_elliptical,1
5.88e+17,original,23239,Er,Round_elliptical,1
5.88e+17,original,23240,Er,Round_elliptical,1
5.88e+17,original,23244,Er,Round_elliptical,1
5.88e+17,original,23245,Er,Round_elliptical,1
5.88e+17,original,23246,Er,Round_elliptical,1
5.88e+17,original,23250,Er,Round_elliptical,1
5.88e+17,original,23251,Er,Round_elliptical,1
5.88e+17,original,23252,Er,Round_elliptical,1
5.88e+17,original,23303,Er,Round_elliptical,1
5.88e+17,original,23304,Er,Round_elliptical,1
5.88e+17,original,23307,Ec,Cigar_elliptical,0
5.88e+17,original,23310,Er,Round_elliptical,1
5.88e+17,original,23311,Ec,Cigar_elliptical,0
5.88e+17,original,23313,Ec,Cigar_elliptical,0
5.88e+17,original,23317,Er(o),Round_elliptical,1
5.88e+17,original,23318,Er(o),Round_elliptical,1
5.88e+17,original,23319,Er(o),Round_elliptical,1
5.88e+17,original,23320,Er(o),Round_elliptical,1
5.88e+17,original,23321,Er(o),Round_elliptical,1
5.88e+17,original,23327,Er,Round_elliptical,1
5.88e+17,original,23328,Er,Round_elliptical,1
5.88e+17,original,23332,Ec,Cigar_elliptical,0
5.88e+17,original,23333,Ec,Cigar_elliptical,0
5.88e+17,original,23334,Ec,Cigar_elliptical,0
5.88e+17,original,23341,Er,Round_elliptical,1
5.88e+17,original,23342,Er,Round_elliptical,1
5.88e+17,original,23343,Er,Round_elliptical,1
5.88e+17,original,23348,Er,Round_elliptical,1
5.88e+17,original,23349,Er,Round_elliptical,1
5.88e+17,original,23350,Er,Round_elliptical,1
5.88e+17,original,23354,Er,Round_elliptical,1
5.88e+17,original,23355,Er,Round_elliptical,1
5.88e+17,original,23359,Er,Round_elliptical,1
5.88e+17,original,23367,Er,Round_elliptical,1
5.88e+17,original,23368,Er,Round_elliptical,1
5.88e+17,original,23374,Er,Round_elliptical,1
5.88e+17,original,23375,Er,Round_elliptical,1
5.88e+17,original,23376,Er,Round_elliptical,1
5.88e+17,original,23377,Er,Round_elliptical,1
5.88e+17,original,23378,Er,Round_elliptical,1
5.88e+17,original,23387,Er,Round_elliptical,1
5.88e+17,original,23388,Er,Round_elliptical,1
5.88e+17,original,23395,Ec,Cigar_elliptical,0
5.88e+17,original,23396,Ec,Cigar_elliptical,0
5.88e+17,original,23397,Ec,Cigar_elliptical,0
5.88e+17,original,23409,Er(m),Round_elliptical,1
5.88e+17,original,23415,Er,Round_elliptical,1
5.88e+17,original,23416,Er,Round_elliptical,1
5.88e+17,original,23421,Sc?t,Tight_spiral,2
5.88e+17,original,23426,Ec,Cigar_elliptical,0
5.88e+17,original,23430,Er,Round_elliptical,1
5.88e+17,original,23434,Er,Round_elliptical,1
5.88e+17,original,23435,Er,Round_elliptical,1
5.88e+17,original,23438,Sc?t,Tight_spiral,2
5.88e+17,original,23439,Er,Round_elliptical,1
5.88e+17,original,23443,Er,Round_elliptical,1
5.88e+17,original,23444,Er,Round_elliptical,1
5.88e+17,original,23450,Er,Round_elliptical,1
5.88e+17,original,23471,Sc?t(m),Tight_spiral,2
5.88e+17,original,23472,Sc?t(m),Tight_spiral,2
5.88e+17,original,23476,Er,Round_elliptical,1
5.88e+17,original,23477,Er,Round_elliptical,1
5.88e+17,original,23478,Er,Round_elliptical,1
5.88e+17,original,23479,Er,Round_elliptical,1
5.88e+17,original,23480,Er,Round_elliptical,1
5.88e+17,original,23481,Er,Round_elliptical,1
5.88e+17,original,23482,Er,Round_elliptical,1
5.88e+17,original,23483,Er,Round_elliptical,1
5.88e+17,original,23484,Er,Round_elliptical,1
5.88e+17,original,23501,Er,Round_elliptical,1
5.88e+17,original,23503,Ec,Cigar_elliptical,0
5.88e+17,original,23506,Er,Round_elliptical,1
5.88e+17,original,23512,Ec,Cigar_elliptical,0
5.88e+17,original,23513,Ec,Cigar_elliptical,0
5.88e+17,original,23534,Sc?t,Tight_spiral,2
5.88e+17,original,23551,Er,Round_elliptical,1
5.88e+17,original,23552,Er,Round_elliptical,1
5.88e+17,original,23558,Er,Round_elliptical,1
5.88e+17,original,23559,Er,Round_elliptical,1
5.88e+17,original,23569,Er,Round_elliptical,1
5.88e+17,original,23570,Er,Round_elliptical,1
5.88e+17,original,23571,Er,Round_elliptical,1
5.88e+17,original,23572,Er,Round_elliptical,1
5.88e+17,original,23573,Er,Round_elliptical,1
5.88e+17,original,23574,Er,Round_elliptical,1
5.88e+17,original,23575,Er,Round_elliptical,1
5.88e+17,original,23576,Er,Round_elliptical,1
5.88e+17,original,23577,Er,Round_elliptical,1
5.88e+17,original,23578,Er,Round_elliptical,1
5.88e+17,original,23579,Er,Round_elliptical,1
5.88e+17,original,23580,Er,Round_elliptical,1
5.88e+17,original,23596,Sc?t,Tight_spiral,2
5.88e+17,original,23597,Sc?t,Tight_spiral,2
5.88e+17,original,23600,Er,Round_elliptical,1
5.88e+17,original,23617,Sc?t,Tight_spiral,2
5.88e+17,original,23619,Er,Round_elliptical,1
5.88e+17,original,23641,Er,Round_elliptical,1
5.88e+17,original,23642,Er,Round_elliptical,1
5.88e+17,original,23643,Er,Round_elliptical,1
5.88e+17,original,23644,Er,Round_elliptical,1
5.88e+17,original,23648,Sc?t(r),Tight_spiral,2
5.88e+17,original,23649,Er,Round_elliptical,1
5.88e+17,original,23650,Sc?t,Tight_spiral,2
5.88e+17,original,23651,Er,Round_elliptical,1
5.88e+17,original,23652,Er,Round_elliptical,1
5.88e+17,original,23653,Er,Round_elliptical,1
5.88e+17,original,23667,Er,Round_elliptical,1
5.88e+17,original,23672,Er,Round_elliptical,1
5.88e+17,original,23673,Er,Round_elliptical,1
5.88e+17,original,23674,Er,Round_elliptical,1
5.88e+17,original,23684,Sc?t,Tight_spiral,2
5.88e+17,original,23685,Sc?t,Tight_spiral,2
5.88e+17,original,23686,Sc?t,Tight_spiral,2
5.88e+17,original,23701,Ec,Cigar_elliptical,0
5.88e+17,original,23708,Er,Round_elliptical,1
5.88e+17,original,23722,Er,Round_elliptical,1
5.88e+17,original,23723,Er,Round_elliptical,1
5.88e+17,original,23724,Er,Round_elliptical,1
5.88e+17,original,23725,Er,Round_elliptical,1
5.88e+17,original,23726,Er,Round_elliptical,1
5.88e+17,original,23741,Sc?t,Tight_spiral,2
5.88e+17,original,23742,Sc?t,Tight_spiral,2
5.88e+17,original,23743,Er,Round_elliptical,1
5.88e+17,original,23744,Er,Round_elliptical,1
5.88e+17,original,23746,Ec,Cigar_elliptical,0
5.88e+17,original,23755,Sc?t,Tight_spiral,2
5.88e+17,original,23762,Er,Round_elliptical,1
5.88e+17,original,23763,Er,Round_elliptical,1
5.88e+17,original,23764,Er,Round_elliptical,1
5.88e+17,original,23765,Er,Round_elliptical,1
5.88e+17,original,23766,Er,Round_elliptical,1
5.88e+17,original,23769,Er,Round_elliptical,1
5.88e+17,original,23770,Er,Round_elliptical,1
5.88e+17,original,23801,Er,Round_elliptical,1
5.88e+17,original,23831,Er,Round_elliptical,1
5.88e+17,original,23832,Er,Round_elliptical,1
5.88e+17,original,23841,Er,Round_elliptical,1
5.88e+17,original,23842,Er,Round_elliptical,1
5.88e+17,original,23848,Er(u),Round_elliptical,1
5.88e+17,original,23852,Ec,Cigar_elliptical,0
5.88e+17,original,23853,Er,Round_elliptical,1
5.88e+17,original,23855,Sc?t,Tight_spiral,2
5.88e+17,original,23856,Ec,Cigar_elliptical,0
5.88e+17,original,23860,Er,Round_elliptical,1
5.88e+17,original,23861,Er,Round_elliptical,1
5.88e+17,original,23862,Er,Round_elliptical,1
5.88e+17,original,23863,Er,Round_elliptical,1
5.88e+17,original,23881,Er,Round_elliptical,1
5.88e+17,original,23891,Er,Round_elliptical,1
5.88e+17,original,23893,Sc?t,Tight_spiral,2
5.88e+17,original,23895,Er,Round_elliptical,1
5.88e+17,original,23896,Er,Round_elliptical,1
5.88e+17,original,23897,Er,Round_elliptical,1
5.88e+17,original,23898,Er,Round_elliptical,1
5.88e+17,original,23899,Er,Round_elliptical,1
5.88e+17,original,23900,Er,Round_elliptical,1
5.88e+17,original,23906,Sc?t,Tight_spiral,2
5.88e+17,original,23907,Sc?t,Tight_spiral,2
5.88e+17,original,23909,Sc?t,Tight_spiral,2
5.88e+17,original,23910,Sc?t,Tight_spiral,2
5.88e+17,original,23911,Sc?t,Tight_spiral,2
5.88e+17,original,23912,Sc?t,Tight_spiral,2
5.88e+17,original,23917,Ec,Cigar_elliptical,0
5.88e+17,original,23919,Ec(o),Cigar_elliptical,0
5.88e+17,original,23920,Er,Round_elliptical,1
5.88e+17,original,23922,Er,Round_elliptical,1
5.88e+17,original,23923,Sc?t,Tight_spiral,2
5.88e+17,original,23926,Er,Round_elliptical,1
5.88e+17,original,23930,Er,Round_elliptical,1
5.88e+17,original,23931,Er,Round_elliptical,1
5.88e+17,original,23932,Er,Round_elliptical,1
5.88e+17,original,23933,Er,Round_elliptical,1
5.88e+17,original,23935,Er,Round_elliptical,1
5.88e+17,original,23947,Er,Round_elliptical,1
5.88e+17,original,23948,Er,Round_elliptical,1
5.88e+17,original,23949,Er,Round_elliptical,1
5.88e+17,original,23956,Er,Round_elliptical,1
5.88e+17,original,23960,Er,Round_elliptical,1
5.88e+17,original,23961,Er,Round_elliptical,1
5.88e+17,original,23962,Er,Round_elliptical,1
5.88e+17,original,23963,Er,Round_elliptical,1
5.88e+17,original,23965,Er,Round_elliptical,1
5.88e+17,original,23966,Er,Round_elliptical,1
5.88e+17,original,23967,Er,Round_elliptical,1
5.88e+17,original,23971,Ec,Cigar_elliptical,0
5.88e+17,original,23975,Er,Round_elliptical,1
5.88e+17,original,23976,Er,Round_elliptical,1
5.88e+17,original,23981,Er,Round_elliptical,1
5.88e+17,original,23982,Er,Round_elliptical,1
5.88e+17,original,23983,Er,Round_elliptical,1
5.88e+17,original,23984,Er,Round_elliptical,1
5.88e+17,original,23986,Er,Round_elliptical,1
